,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trade,TBB,TBQ,ignore,date
0,1640995200000,3676.22,3748.45,3676.22,3724.89,18021.1309,1641002399999,67002676.52614400,43368,8709.01130000,32372946.90122100,0,2022-01-01 00:00:00
1,1641002400000,3724.88,3738.47,3721.84,3723.96,8571.6384,1641009599999,31968341.97607700,25361,3981.58170000,14850209.64791100,0,2022-01-01 02:00:00
2,1641009600000,3723.96,3765.27,3702.84,3735.61,15470.4876,1641016799999,57701854.31279400,38070,8394.59910000,31300637.68509000,0,2022-01-01 04:00:00
3,1641016800000,3735.6,3742.67,3701.0,3715.31,11780.6525,1641023999999,43811397.26569900,31664,5957.47260000,22154254.35508900,0,2022-01-01 06:00:00
4,1641024000000,3715.32,3733.84,3708.6,3718.67,8529.3039,1641031199999,31737418.76046400,28124,4307.38540000,16026079.97237400,0,2022-01-01 08:00:00
5,1641031200000,3718.67,3731.88,3673.46,3693.37,15198.691,1641038399999,56230162.05189900,43605,7386.56120000,27335808.91225600,0,2022-01-01 10:00:00
6,1641038400000,3693.38,3724.93,3693.37,3710.03,12311.1502,1641045599999,45690086.99788200,30139,5744.21410000,21315599.23970300,0,2022-01-01 12:00:00
7,1641045600000,3710.04,3745.36,3691.88,3725.3,14745.6562,1641052799999,54831186.70890700,35006,7385.93710000,27469379.23440800,0,2022-01-01 14:00:00
8,1641052800000,3725.29,3764.98,3718.71,3760.77,15711.999,1641059999999,58810689.63994600,39356,8372.36060000,31329524.84449400,0,2022-01-01 16:00:00
9,1641060000000,3760.76,3766.0,3736.0,3747.61,11538.4209,1641067199999,43242359.54659600,30787,5840.61550000,21888675.94318700,0,2022-01-01 18:00:00
10,1641067200000,3747.6,3776.45,3740.35,3748.65,13686.7095,1641074399999,51480321.34585400,35154,6100.82220000,22948870.83930500,0,2022-01-01 20:00:00
11,1641074400000,3748.66,3774.9,3740.0,3765.54,8578.0567,1641081599999,32211833.32048200,28032,4757.41900000,17863426.01388600,0,2022-01-01 22:00:00
12,1641081600000,3765.54,3771.0,3742.34,3747.0,10409.5542,1641088799999,39124677.99541800,27928,4891.78520000,18385181.52522800,0,2022-01-02 00:00:00
13,1641088800000,3747.0,3760.87,3741.8,3758.55,7973.9769,1641095999999,29902099.41369600,23647,3710.08440000,13912885.21004700,0,2022-01-02 02:00:00
14,1641096000000,3758.13,3761.92,3717.3,3744.69,12027.3763,1641103199999,44941108.55634000,36036,6039.89940000,22564728.21472600,0,2022-01-02 04:00:00
15,1641103200000,3744.69,3751.93,3734.2,3747.22,7238.4917,1641110399999,27095151.89505200,24394,3353.36940000,12552523.83291000,0,2022-01-02 06:00:00
16,1641110400000,3747.22,3770.0,3732.39,3753.48,9896.832,1641117599999,37108845.92370800,31013,5501.70560000,20627593.72301000,0,2022-01-02 08:00:00
17,1641117600000,3753.49,3758.8,3740.0,3744.01,6980.01,1641124799999,26166033.46002000,25638,3713.15710000,13920765.80099900,0,2022-01-02 10:00:00
18,1641124800000,3744.06,3759.83,3730.33,3745.28,10000.3131,1641131999999,37470406.42301100,31475,5306.21270000,19885307.47220100,0,2022-01-02 12:00:00
19,1641132000000,3745.29,3790.38,3743.0,3778.17,14827.8367,1641139199999,55824128.72053800,43447,8262.19430000,31102343.58987500,0,2022-01-02 14:00:00
20,1641139200000,3778.17,3857.44,3778.08,3823.82,35636.6286,1641146399999,136192518.23485900,91106,20364.72240000,77840613.91661200,0,2022-01-02 16:00:00
21,1641146400000,3823.82,3825.0,3771.91,3798.72,18841.2883,1641153599999,71517742.60670800,48806,8830.72690000,33518716.04993800,0,2022-01-02 18:00:00
22,1641153600000,3799.0,3827.8,3794.24,3811.57,10221.1983,1641160799999,38928691.23917600,31754,5676.69260000,21617306.46531800,0,2022-01-02 20:00:00
23,1641160800000,3811.57,3840.02,3810.21,3828.27,10737.9202,1641167999999,41103553.26193400,35366,5519.95530000,21128637.94192600,0,2022-01-02 22:00:00
24,1641168000000,3828.11,3828.79,3794.67,3805.78,14116.6718,1641175199999,53774900.61835100,41866,7238.45290000,27572203.25895200,0,2022-01-03 00:00:00
25,1641175200000,3805.78,3806.68,3775.7,3785.0,17187.1913,1641182399999,65211080.23057000,43284,7320.62490000,27776363.09325400,0,2022-01-03 02:00:00
26,1641182400000,3785.24,3822.99,3780.3,3812.13,14547.0631,1641189599999,55312486.23937700,38415,7876.43780000,29951266.39687800,0,2022-01-03 04:00:00
27,1641189600000,3812.14,3817.02,3798.33,3808.88,10737.9039,1641196799999,40866521.44763300,28474,5459.73780000,20780164.83239100,0,2022-01-03 06:00:00
28,1641196800000,3808.88,3821.99,3789.66,3808.86,15473.5333,1641203999999,58913109.31254400,38266,7734.39750000,29444289.57359000,0,2022-01-03 08:00:00
29,1641204000000,3808.86,3845.0,3808.18,3834.61,18402.6162,1641211199999,70459704.45653100,43334,10434.67590000,39944400.05035500,0,2022-01-03 10:00:00
30,1641211200000,3834.61,3838.51,3816.84,3819.29,13200.1926,1641218399999,50520365.41993400,37265,6540.87120000,25034354.40522500,0,2022-01-03 12:00:00
31,1641218400000,3819.28,3853.09,3777.0,3784.04,32684.6166,1641225599999,124543863.37669700,70913,15374.49030000,58592809.68175500,0,2022-01-03 14:00:00
32,1641225600000,3784.04,3795.0,3735.2,3761.65,29452.6779,1641232799999,110675613.20102900,73480,13174.82370000,49510653.70690300,0,2022-01-03 16:00:00
33,1641232800000,3761.66,3771.46,3738.26,3738.4,12074.6903,1641239999999,45352348.65778300,38021,5992.52640000,22510695.54901300,0,2022-01-03 18:00:00
34,1641240000000,3738.39,3742.18,3680.0,3723.38,39357.4912,1641247199999,145908896.65528800,81286,17726.49370000,65724928.43797900,0,2022-01-03 20:00:00
35,1641247200000,3723.52,3778.67,3722.22,3765.89,19011.2104,1641254399999,71405215.93725700,59937,9652.09780000,36242306.79036100,0,2022-01-03 22:00:00
36,1641254400000,3765.89,3774.36,3728.1,3732.26,16343.2644,1641261599999,61313593.25841600,39961,7940.50480000,29795602.89155500,0,2022-01-04 00:00:00
37,1641261600000,3732.26,3749.61,3713.11,3744.23,15403.2398,1641268799999,57463271.66599100,38006,7195.33940000,26849977.27937100,0,2022-01-04 02:00:00
