,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trade,TBB,TBQ,ignore,date
0,1502942400000,4261.48,4280.56,4261.32,4261.45,11.308926,1502944199999,48224.75400837,49,3.93617400,16793.03995768,0,2017-08-17 04:00:00
1,1502944200000,4280.0,4313.62,4267.99,4308.83,35.872083,1502945999999,154141.38438467,122,31.22432900,134159.43798536,0,2017-08-17 04:30:00
2,1502946000000,4308.83,4328.69,4304.31,4320.0,21.048648,1502947799999,90864.29252042,73,19.39657000,83746.08374208,0,2017-08-17 05:00:00
3,1502947800000,4320.0,4320.0,4291.37,4315.32,2.186268,1502949599999,9440.53104707,29,2.05150100,8862.19598628,0,2017-08-17 05:30:00
4,1502949600000,4330.29,4330.29,4309.37,4311.02,3.566277,1502951399999,15409.76133301,14,2.30207700,9951.67338501,0,2017-08-17 06:00:00
5,1502951400000,4328.65,4345.45,4319.83,4324.35,3.663414,1502953199999,15872.55133688,22,2.50078400,10843.64383904,0,2017-08-17 06:30:00
6,1502953200000,4316.62,4316.62,4291.38,4291.38,0.040459,1502954999999,173.66383826,2,0.00154100,6.65191142,0,2017-08-17 07:00:00
7,1502955000000,4291.39,4349.99,4287.41,4349.99,4.40279,1502956799999,19067.39446160,23,2.60075100,11284.69510392,0,2017-08-17 07:30:00
8,1502956800000,4333.32,4377.85,4333.32,4360.7,0.84226,1502958599999,3670.27287368,18,0.70126000,3058.29882520,0,2017-08-17 08:00:00
9,1502958600000,4360.7,4360.7,4360.0,4360.69,0.130547,1502960399999,569.23071195,10,0.11339500,494.44799195,0,2017-08-17 08:30:00
10,1502960400000,4360.0,4360.0,4360.0,4360.0,2.295001,1502962199999,10006.20436000,10,2.29500100,10006.20436000,0,2017-08-17 09:00:00
11,1502962200000,4360.0,4445.78,4360.0,4444.0,8.468622,1502963999999,37213.15158369,33,7.96339900,34989.17379745,0,2017-08-17 09:30:00
12,1502964000000,4441.1,4443.0,4399.81,4440.0,5.274331,1502965799999,23266.21322713,21,3.82307100,16831.59568082,0,2017-08-17 10:00:00
13,1502965800000,4400.0,4470.0,4400.0,4460.0,19.591068,1502967599999,87024.51576079,61,17.87562200,79394.37737320,0,2017-08-17 10:30:00
14,1502967600000,4460.0,4485.39,4454.72,4485.39,24.929329,1502969399999,111450.48629200,57,24.08549700,107680.91119448,0,2017-08-17 11:00:00
15,1502969400000,4485.39,4485.39,4427.3,4427.3,2.088724,1502971199999,9301.08294041,38,1.93038800,8599.04193085,0,2017-08-17 11:30:00
16,1502971200000,4436.06,4449.56,4418.12,4418.12,21.095547,1502972999999,93561.46438875,77,14.27461100,63351.50359499,0,2017-08-17 12:00:00
17,1502973000000,4417.0,4431.13,4411.0,4411.0,1.936851,1502974799999,8565.05419663,31,1.03838300,4596.33048663,0,2017-08-17 12:30:00
18,1502974800000,4411.0,4445.88,4411.0,4440.0,3.718318,1502976599999,16460.29385437,24,3.34589400,14815.39474749,0,2017-08-17 13:00:00
19,1502976600000,4435.12,4459.0,4425.21,4459.0,27.594118,1502978399999,122516.34558088,94,23.21814800,103095.08085240,0,2017-08-17 13:30:00
20,1502978400000,4459.0,4469.46,4435.93,4467.81,21.648809,1502980199999,96457.96861377,104,16.47198900,73372.18531360,0,2017-08-17 14:00:00
21,1502980200000,4467.81,4485.39,4452.57,4470.82,30.087088,1502981999999,134413.48475218,130,22.33519400,99719.93148623,0,2017-08-17 14:30:00
22,1502982000000,4470.82,4470.82,4412.1,4432.2,22.594839,1502983799999,100628.76481133,161,14.24199400,63532.36841658,0,2017-08-17 15:00:00
23,1502983800000,4432.2,4444.9,4333.42,4352.34,45.886431,1502985599999,201635.42211935,237,30.25792000,132936.96316318,0,2017-08-17 15:30:00
24,1502985600000,4352.33,4354.35,4255.3,4290.17,53.209948,1502987399999,229122.30671638,299,27.84930100,120164.54692633,0,2017-08-17 16:00:00
25,1502987400000,4290.17,4354.18,4290.17,4354.18,14.248843,1502989199999,61501.14376663,99,11.17743600,48253.82245068,0,2017-08-17 16:30:00
26,1502989200000,4354.18,4354.84,4301.5,4335.28,21.401496,1502990999999,92646.66631555,87,16.41219700,70993.86161015,0,2017-08-17 17:00:00
27,1502991000000,4335.28,4354.84,4235.45,4289.24,38.263416,1502992799999,164239.68627424,105,22.55533700,97269.80621253,0,2017-08-17 17:30:00
28,1502992800000,4289.24,4302.45,4218.68,4287.69,24.946195,1502994599999,106195.82594867,96,22.98867400,97859.26807020,0,2017-08-17 18:00:00
29,1502994600000,4287.69,4302.45,4222.97,4256.97,26.328968,1502996399999,112063.53287137,98,22.04256300,93795.91349943,0,2017-08-17 18:30:00
30,1502996400000,4241.91,4302.44,4200.74,4287.61,33.16595,1502998199999,141052.75773900,102,30.10796300,128059.38993341,0,2017-08-17 19:00:00
31,1502998200000,4287.61,4335.3,4287.61,4325.23,13.5449,1502999999999,58469.17917182,100,11.90289200,51411.59221881,0,2017-08-17 19:30:00
32,1503000000000,4307.56,4325.23,4261.0,4273.16,26.16558,1503001799999,112388.25626095,119,22.81040900,97928.42717796,0,2017-08-17 20:00:00
33,1503001800000,4258.56,4354.84,4258.56,4346.74,22.809892,1503003599999,98160.62466212,128,20.07272700,86382.87831872,0,2017-08-17 20:30:00
34,1503003600000,4346.74,4369.69,4315.85,4349.33,29.292665,1503005399999,127229.59219274,122,23.15324900,100486.94270698,0,2017-08-17 21:00:00
35,1503005400000,4349.33,4369.69,4309.23,4333.55,32.480371,1503007199999,141055.34957312,126,27.99937000,121633.13322928,0,2017-08-17 21:30:00
36,1503007200000,4333.55,4349.63,4310.0,4326.29,26.241174,1503008999999,113391.77574505,125,18.50661300,80012.08514663,0,2017-08-17 22:00:00
37,1503009000000,4326.28,4359.13,4319.11,4336.8,31.134968,1503010799999,134976.50398957,111,25.80693100,111886.06333896,0,2017-08-17 22:30:00
38,1503010800000,4313.39,4337.38,4300.0,4327.89,39.337249,1503012599999,170244.29519268,122,33.43468000,144669.22030927,0,2017-08-17 23:00:00
39,1503012600000,4327.89,4332.26,4280.82,4285.08,42.308014,1503014399999,182098.26531498,148,31.44270600,135288.21832883,0,2017-08-17 23:30:00
40,1503014400000,4285.08,4309.92,4267.78,4292.11,26.371471,1503016199999,113169.69810450,112,21.88908300,93911.13421740,0,2017-08-18 00:00:00
41,1503016200000,4292.11,4340.62,4228.76,4286.53,56.064003,1503017999999,240334.71230412,156,48.81451100,209301.15009137,0,2017-08-18 00:30:00
42,1503018000000,4269.36,4269.36,4134.61,4214.97,53.313177,1503019799999,223741.04263998,131,25.19156300,106245.90794512,0,2017-08-18 01:00:00
43,1503019800000,4214.97,4269.36,4200.6,4243.59,22.371706,1503021599999,94586.48677465,112,20.38200500,86161.58098633,0,2017-08-18 01:30:00
44,1503021600000,4251.95,4298.64,4234.0,4278.05,39.571955,1503023399999,168814.90582008,126,32.49927400,138640.94428996,0,2017-08-18 02:00:00
45,1503023400000,4278.05,4278.05,4242.75,4267.59,14.499382,1503025199999,61663.72226643,93,13.81756200,58757.13226668,0,2017-08-18 02:30:00
46,1503025200000,4244.77,4308.7,4244.77,4244.77,29.093027,1503026999999,124507.97874230,158,23.72173300,101558.97449090,0,2017-08-18 03:00:00
47,1503027000000,4244.77,4296.6,4234.0,4292.39,34.908322,1503028799999,148987.02773747,148,28.33983900,121001.22970877,0,2017-08-18 03:30:00
48,1503028800000,4292.39,4292.39,4234.43,4245.0,25.454966,1503030599999,108252.73554124,140,23.47786900,99856.22387856,0,2017-08-18 04:00:00
49,1503030600000,4245.0,4292.39,4234.67,4287.92,25.342549,1503032399999,108259.89749341,127,22.34831800,95509.76548673,0,2017-08-18 04:30:00
50,1503032400000,4287.92,4319.93,4250.04,4317.21,35.170531,1503034199999,150897.72682390,172,27.37317600,117466.56219210,0,2017-08-18 05:00:00
51,1503034200000,4317.21,4340.62,4274.16,4313.56,28.998755,1503035999999,124694.32190303,195,18.51507500,79688.70819845,0,2017-08-18 05:30:00
52,1503036000000,4313.56,4316.98,4262.32,4289.09,24.411926,1503037799999,104856.73489328,103,20.89672500,89765.11978086,0,2017-08-18 06:00:00
53,1503037800000,4289.09,4304.66,4247.75,4279.46,39.823498,1503039599999,170387.86729518,195,26.53187700,113581.82312182,0,2017-08-18 06:30:00
54,1503039600000,4279.46,4304.66,4270.48,4286.05,33.833827,1503041399999,144815.06930757,110,30.10198800,128836.17953637,0,2017-08-18 07:00:00
55,1503041400000,4286.05,4304.67,4270.48,4300.25,35.352977,1503043199999,151790.37290993,93,34.40167100,147704.36956904,0,2017-08-18 07:30:00
56,1503043200000,4285.0,4307.41,4284.33,4306.41,36.146521,1503044999999,155305.91268550,119,33.02702700,141898.43812161,0,2017-08-18 08:00:00
57,1503045000000,4306.41,4320.71,4259.85,4282.73,38.683328,1503046799999,165930.68211059,128,32.74646100,140410.34421110,0,2017-08-18 08:30:00
58,1503046800000,4265.33,4327.25,4265.33,4307.01,26.419827,1503048599999,113483.29738373,101,23.63802800,101514.52794938,0,2017-08-18 09:00:00
59,1503048600000,4317.6,4317.6,4276.89,4304.15,19.233329,1503050399999,82811.82995340,127,17.30896000,74533.79350751,0,2017-08-18 09:30:00
60,1503050400000,4304.15,4349.0,4296.04,4349.0,28.417819,1503052199999,122789.86235218,103,23.18661900,100173.13158415,0,2017-08-18 10:00:00
61,1503052200000,4330.26,4371.52,4317.91,4356.31,23.145856,1503053999999,100799.30593906,124,16.50898600,71896.99006682,0,2017-08-18 10:30:00
62,1503054000000,4356.31,4357.37,4327.0,4330.0,12.303876,1503055799999,53487.21703349,96,10.01805200,43559.78885417,0,2017-08-18 11:00:00
63,1503055800000,4330.0,4343.23,4302.72,4340.31,11.789573,1503057599999,50987.75858485,82,10.67159900,46174.32651085,0,2017-08-18 11:30:00
64,1503057600000,4320.52,4340.31,4320.52,4340.3,13.917707,1503059399999,60288.58842023,80,13.44628600,58243.18698543,0,2017-08-18 12:00:00
65,1503059400000,4340.3,4340.3,4287.79,4331.71,1.20125,1503061199999,5179.59632871,16,0.39532200,1714.69489441,0,2017-08-18 12:30:00
66,1503061200000,4302.97,4318.16,4273.74,4278.0,11.958861,1503062999999,51474.38690546,45,9.26126300,39876.21608542,0,2017-08-18 13:00:00
67,1503063000000,4278.0,4293.65,4221.05,4293.09,34.574906,1503064799999,147576.23610203,132,27.05020400,115415.78795482,0,2017-08-18 13:30:00
68,1503064800000,4293.09,4293.09,4224.72,4256.79,41.871411,1503066599999,178283.69543853,107,34.87340300,148449.44322061,0,2017-08-18 14:00:00
69,1503066600000,4229.42,4259.4,4193.7,4259.4,32.497532,1503068399999,137356.21123404,118,29.11133400,123018.81184701,0,2017-08-18 14:30:00
70,1503068400000,4259.4,4259.4,4209.5,4229.86,18.317684,1503070199999,77628.55658918,94,15.41938900,65313.03699906,0,2017-08-18 15:00:00
71,1503070200000,4200.0,4249.51,4200.0,4236.89,21.630033,1503071999999,91671.25474043,105,17.52111100,74252.89634243,0,2017-08-18 15:30:00
72,1503072000000,4234.54,4275.63,4234.54,4273.78,20.979757,1503073799999,89249.11984763,103,18.42293900,78365.27629843,0,2017-08-18 16:00:00
73,1503073800000,4273.78,4283.79,4250.34,4250.34,24.059067,1503075599999,102574.97158659,94,21.54478100,91853.14388281,0,2017-08-18 16:30:00
74,1503075600000,4250.34,4250.34,4197.73,4197.73,42.514091,1503077399999,179936.32035779,95,33.35455200,141196.90668276,0,2017-08-18 17:00:00
75,1503077400000,4176.64,4197.73,4066.53,4193.35,20.177375,1503079199999,83403.57922353,69,14.03941700,58193.84844175,0,2017-08-18 17:30:00
76,1503079200000,4171.17,4297.75,4128.0,4173.0,16.503684,1503080999999,68681.01566210,97,15.71595300,65396.00508865,0,2017-08-18 18:00:00
77,1503081000000,4172.99,4177.41,4117.41,4117.41,8.81497,1503082799999,36580.87398015,77,7.86024100,32607.73613535,0,2017-08-18 18:30:00
78,1503082800000,4086.28,4131.0,4015.7,4066.21,24.742744,1503084599999,100371.60960244,88,17.59608400,71511.17901631,0,2017-08-18 19:00:00
79,1503084600000,4066.21,4136.48,4051.67,4136.28,35.855282,1503086399999,146533.56983894,130,24.92497700,101970.86737642,0,2017-08-18 19:30:00
80,1503086400000,4135.0,4135.0,4010.9,4010.9,9.03771,1503088199999,36705.18431571,56,4.49226600,18294.22188071,0,2017-08-18 20:00:00
81,1503088200000,4043.92,4061.0,3981.13,4021.11,10.930327,1503089999999,43869.46128394,99,6.40727500,25762.77831449,0,2017-08-18 20:30:00
82,1503090000000,4015.4,4015.4,3949.36,3982.87,7.135815,1503091799999,28361.33235094,63,4.11459900,16358.61863156,0,2017-08-18 21:00:00
83,1503091800000,3982.87,3982.87,3938.77,3975.69,7.602816,1503093599999,30181.91593007,91,6.19015700,24602.88338969,0,2017-08-18 21:30:00
84,1503093600000,3996.92,4094.0,3938.77,4094.0,24.603525,1503095399999,99194.48496156,154,21.66207800,87509.84954870,0,2017-08-18 22:00:00
85,1503095400000,4062.21,4131.83,4062.21,4113.75,5.30268,1503097199999,21707.60766113,55,5.30204700,21705.02100268,0,2017-08-18 22:30:00
86,1503097200000,4106.35,4136.48,4085.88,4119.42,20.900551,1503098999999,85995.23521105,84,18.08149300,74367.06706104,0,2017-08-18 23:00:00
87,1503099000000,4119.42,4120.42,4091.53,4108.37,24.036285,1503100799999,98797.33199946,130,20.67353800,84995.69287149,0,2017-08-18 23:30:00
88,1503100800000,4108.37,4135.47,4084.28,4125.44,22.313652,1503102599999,91653.88402062,119,17.59429800,72266.11931686,0,2017-08-19 00:00:00
89,1503102600000,4125.44,4178.31,4110.47,4163.49,18.995225,1503104399999,78403.52352719,77,16.73088400,69034.91772855,0,2017-08-19 00:30:00
90,1503104400000,4163.49,4178.31,4143.11,4156.99,3.744308,1503106199999,15567.30910488,50,3.58430800,14902.32950488,0,2017-08-19 01:00:00
91,1503106200000,4156.99,4184.69,4148.53,4148.53,25.090869,1503107999999,104629.66082705,96,22.30741300,93000.14759291,0,2017-08-19 01:30:00
92,1503108000000,4148.53,4168.07,4148.53,4168.07,13.347959,1503109799999,55464.81639354,64,10.29930700,42786.44231454,0,2017-08-19 02:00:00
93,1503109800000,4168.07,4184.0,4156.39,4156.39,5.406515,1503111599999,22528.85977759,57,4.80986200,20044.25356436,0,2017-08-19 02:30:00
94,1503111600000,4180.0,4180.0,4120.0,4156.0,8.589848,1503113399999,35533.80689862,77,7.33301900,30336.40650862,0,2017-08-19 03:00:00
95,1503113400000,4121.0,4156.0,4103.52,4138.55,11.022072,1503115199999,45569.56168512,45,9.74008300,40291.02802200,0,2017-08-19 03:30:00
96,1503115200000,4138.5,4156.0,4076.63,4130.0,14.960681,1503116999999,61795.53880071,74,10.67014700,44207.62078275,0,2017-08-19 04:00:00
97,1503117000000,4130.0,4140.0,4046.26,4068.26,2.392551,1503118799999,9748.23335043,24,0.99567700,4080.83572149,0,2017-08-19 04:30:00
98,1503118800000,4123.95,4123.95,4047.71,4047.71,8.552404,1503120599999,35201.96876716,41,8.12357700,33453.81079788,0,2017-08-19 05:00:00
99,1503120600000,4047.71,4082.27,4027.83,4077.0,3.96179,1503122399999,16042.68461647,25,1.38409300,5630.89401982,0,2017-08-19 05:30:00
100,1503122400000,4077.0,4082.0,4026.34,4045.59,39.04264,1503124199999,158691.16935511,94,22.97412800,93208.57001798,0,2017-08-19 06:00:00
101,1503124200000,4064.85,4064.85,3986.87,3986.87,12.412791,1503125999999,50158.46224973,73,8.30141000,33559.28384286,0,2017-08-19 06:30:00
102,1503126000000,3969.12,3999.15,3933.21,3999.15,9.028769,1503127799999,35881.98597788,63,6.09660100,24214.02325289,0,2017-08-19 07:00:00
103,1503127800000,3999.15,4033.47,3977.19,4033.47,22.400453,1503129599999,89694.71108885,99,18.13339400,72605.46978998,0,2017-08-19 07:30:00
104,1503129600000,4033.47,4064.84,4023.88,4035.08,12.879715,1503131399999,52030.47253894,76,10.64135600,42982.36693336,0,2017-08-19 08:00:00
105,1503131400000,4013.89,4035.08,3964.08,3999.0,5.12669,1503133199999,20428.74602024,36,0.11668700,467.49647619,0,2017-08-19 08:30:00
106,1503133200000,3999.0,4036.08,3999.0,4021.04,4.161962,1503134999999,16730.93617421,33,2.78213200,11189.32814214,0,2017-08-19 09:00:00
107,1503135000000,4049.74,4082.25,4049.74,4068.2,1.022261,1503136799999,4164.55229618,15,0.65516800,2674.07171018,0,2017-08-19 09:30:00
108,1503136800000,4054.0,4082.0,4000.58,4000.58,3.893857,1503138599999,15737.35399269,33,2.90666400,11756.61414869,0,2017-08-19 10:00:00
109,1503138600000,4033.0,4033.0,3982.08,4000.58,1.992974,1503140399999,7972.50574522,26,1.38150200,5523.40833724,0,2017-08-19 10:30:00
110,1503140400000,4016.0,4033.0,3951.14,3960.76,28.507345,1503142199999,113678.95027013,152,17.80399200,71169.23776311,0,2017-08-19 11:00:00
111,1503142200000,3981.81,4002.87,3850.0,3957.6,19.671238,1503143999999,77072.85107639,110,7.93208300,31283.34133335,0,2017-08-19 11:30:00
112,1503144000000,3945.12,4033.0,3928.89,4033.0,6.408611,1503145799999,25557.74680366,63,4.32120100,17223.60999819,0,2017-08-19 12:00:00
113,1503145800000,3999.96,4095.0,3991.51,4095.0,15.822373,1503147599999,64279.33037328,110,11.55344100,46915.54783577,0,2017-08-19 12:30:00
114,1503147600000,4095.0,4100.0,4059.92,4059.93,5.264823,1503149399999,21547.34227634,14,4.55872700,18677.58871634,0,2017-08-19 13:00:00
115,1503149400000,4059.92,4099.78,4035.49,4039.84,7.440841,1503151199999,30213.99226745,40,4.22222400,17196.41430585,0,2017-08-19 13:30:00
116,1503151200000,4066.0,4068.31,4013.7,4027.21,2.045445,1503152999999,8271.58741707,18,1.31645500,5340.94129917,0,2017-08-19 14:00:00
117,1503153000000,4045.0,4045.19,4029.68,4042.41,2.288981,1503154799999,9252.89325895,16,2.07718100,8397.10185895,0,2017-08-19 14:30:00
118,1503154800000,4036.59,4063.44,4016.96,4016.96,6.288893,1503156599999,25423.98538709,45,5.28302600,21360.29619483,0,2017-08-19 15:00:00
119,1503156600000,3995.63,3995.63,3964.67,3972.05,1.955611,1503158399999,7777.05900832,14,0.48250400,1919.02708950,0,2017-08-19 15:30:00
120,1503158400000,4036.19,4049.69,3994.33,4049.69,1.008331,1503160199999,4053.04389241,12,0.64433000,2599.10377808,0,2017-08-19 16:00:00
121,1503160200000,4049.69,4049.69,3953.4,4000.0,3.075846,1503161999999,12254.50992830,27,2.07557200,8297.42628608,0,2017-08-19 16:30:00
122,1503162000000,3985.0,4000.98,3976.72,4000.98,2.194701,1503163799999,8744.29679410,15,1.51935600,6058.63295494,0,2017-08-19 17:00:00
123,1503163800000,4000.98,4048.99,4000.98,4027.37,0.874847,1503165599999,3518.94844755,10,0.68484600,2753.74412018,0,2017-08-19 17:30:00
124,1503165600000,4013.69,4079.0,4013.69,4079.0,17.128223,1503167399999,69188.98407712,69,13.71538800,55380.87220636,0,2017-08-19 18:00:00
125,1503167400000,4079.0,4096.0,4078.0,4086.29,0.019979,1503169199999,81.63492393,6,0.01997900,81.63492393,0,2017-08-19 18:30:00
126,1503169200000,4073.47,4103.92,4073.47,4089.01,1.615402,1503170999999,6605.71040836,20,1.43147500,5853.63152609,0,2017-08-19 19:00:00
127,1503171000000,4088.71,4088.71,4076.12,4076.12,0.007727,1503172799999,31.57445127,2,0.00772700,31.57445127,0,2017-08-19 19:30:00
128,1503172800000,4088.71,4103.92,4051.47,4069.66,0.781035,1503174599999,3187.15381520,12,0.53046800,2169.50702456,0,2017-08-19 20:00:00
129,1503174600000,4062.39,4099.0,4051.47,4075.98,2.206535,1503176399999,8967.43756929,22,0.86370900,3516.90842936,0,2017-08-19 20:30:00
130,1503176400000,4075.98,4149.98,4075.98,4149.98,2.628583,1503178199999,10748.05464032,19,2.62858300,10748.05464032,0,2017-08-19 21:00:00
131,1503178200000,4149.99,4149.99,4074.23,4074.23,1.323611,1503179999999,5452.64570781,16,0.85061100,3521.53740781,0,2017-08-19 21:30:00
132,1503180000000,4090.0,4141.0,4090.0,4139.98,1.077053,1503181799999,4432.97140640,21,0.94543100,3894.63742640,0,2017-08-19 22:00:00
133,1503181800000,4139.98,4139.98,4120.78,4139.98,1.281044,1503183599999,5292.41644952,15,1.25332400,5178.18842792,0,2017-08-19 22:30:00
134,1503183600000,4120.78,4139.98,4120.78,4139.98,0.052244,1503185399999,215.98787192,7,0.05224400,215.98787192,0,2017-08-19 23:00:00
135,1503185400000,4139.98,4139.98,4139.98,4139.98,0.000455,1503187199999,1.88369090,1,0.00045500,1.88369090,0,2017-08-19 23:30:00
136,1503187200000,4120.98,4139.98,4044.0,4096.33,2.332235,1503188999999,9550.97539160,23,2.15939700,8844.41253960,0,2017-08-20 00:00:00
137,1503189000000,4095.33,4095.33,4086.09,4086.09,0.011689,1503190799999,47.81611053,2,0.01168900,47.81611053,0,2017-08-20 00:30:00
138,1503190800000,4086.09,4086.09,4066.49,4082.53,0.964379,1503192599999,3929.69510946,20,0.76531900,3116.43112298,0,2017-08-20 01:00:00
139,1503192600000,4069.98,4082.53,4052.82,4082.53,0.096772,1503194399999,393.26060076,3,0.05677200,231.14780076,0,2017-08-20 01:30:00
140,1503194400000,4096.33,4112.03,4090.13,4112.03,1.388629,1503196199999,5695.61011317,18,1.38862900,5695.61011317,0,2017-08-20 02:00:00
141,1503196200000,4082.62,4124.69,4082.62,4124.69,1.469932,1503197999999,6044.45117108,10,1.02893200,4244.01575108,0,2017-08-20 02:30:00
142,1503198000000,4111.26,4111.26,4111.26,4111.26,0.3,1503199799999,1233.37800000,1,0.30000000,1233.37800000,0,2017-08-20 03:00:00
143,1503199800000,4111.26,4111.26,4094.62,4094.62,0.047647,1503201599999,195.13729354,2,0.04764700,195.13729354,0,2017-08-20 03:30:00
144,1503201600000,4094.62,4094.62,4094.62,4094.62,0.204457,1503203399999,837.17372134,14,0.20445700,837.17372134,0,2017-08-20 04:00:00
145,1503203400000,4094.62,4094.62,4091.8,4093.0,0.604786,1503205199999,2476.22860229,23,0.60478600,2476.22860229,0,2017-08-20 04:30:00
146,1503205200000,4087.0,4142.16,4087.0,4142.16,9.954926,1503206999999,40889.50217500,59,9.04893700,37150.91694670,0,2017-08-20 05:00:00
147,1503207000000,4142.16,4142.16,4095.39,4117.41,0.78813,1503208799999,3233.34204105,10,0.01813000,75.08694105,0,2017-08-20 05:30:00
148,1503208800000,4117.41,4117.41,4087.38,4093.57,1.665668,1503210599999,6817.45023668,20,1.24566800,5098.15083668,0,2017-08-20 06:00:00
149,1503210600000,4093.57,4117.41,4081.19,4115.41,1.249883,1503212399999,5128.08122751,23,1.11888300,4593.44302751,0,2017-08-20 06:30:00
150,1503212400000,4081.4,4117.41,4081.4,4109.41,3.032196,1503214199999,12437.91199748,35,2.28578000,9379.79720692,0,2017-08-20 07:00:00
